,categories,full_description,id,languages,name,prohibited_content,short_description,topic
324,"['activism', 'lgbt', 'poc']","<h1>Who are we?</h1>
<p>We aim to create a compassionate community for anyone who is into witchcraft, curious about witchcraft, or just wants to join an instance with a witchey aesthetic.</p>
<p>We're run by <a href=""https://witchey.club/@witch_min"">@witch_min</a>, known elsewhere as <a href=""https://kitty.town/@gerhildt"">@gerhildt</a>. Gerhildt is a nonbinary person who's white and 26. Fae is committed to compassionate communities and creating space for the voices of marginalized people. (You're welcome to follow fae at faer <a href=""https://kitty.town/@gerhildt"">main account over at Kitty.town</a> and to check out their website at <a href=""https://gerhildt.me"">gerhildt.me</a>.)</p>
<p>We're hosted through <a href=""https://masto.host"">Masto.host</a> which is run by the wonderful <a href=""https://masto.pt/@hugo"">Hugo</a>.</p>
<h1>Code of Conduct</h1>
<p>We do have a Code of Conduct that you agree to abide by when you sign up for an account with our instance! Please read it carefully to make sure you agree with everything listed; we want to be a welcoming instance, but if our instance is not a good fit for your views or intentions we want you to find a place that fits better for your content. :)</p>

<h2>Be nice!</h2>
<p>This is a <em>community</em> of people (that is, by federating with other instances, connected to other communities of people). So when interacting with others, we expect that you will make every effort to be compassionate to other users. If you find this to be a difficult thing with a particular user, we encourage use of block and/or mute options, or you can always discuss things with <a href=""https://witchey.club/@witch_min"">@witch_min</a>. (If a user is breaking this Code of Conduct, however, please <em>report them</em> and the matter will be taken care of asap.)</p>
<p>This also includes not posting content that is racist, anti-semitic, misogynist, homophobic, biphobic, transphobic or transmisogynist, ableist, or furthering or promoting hatred or harm towards any oppressed group.</p>

<h2>No harassment. Period.</h2>
<p>This includes:
<ul>
<li>dogpiling</li>
<li>attempting to evade someone blocking you</li>
<li>directing others to attack someone</li>
<li>spreading false information about someone</li>
</ul>
<p>If someone is breaking our Code of Conduct, again, please <em>report them</em>, don't dogpile them.</p>

<h2>Please use the CW feature for:</h2>
<ul>
<li>Any kind of sexual content and/or nudity (including via text)</li>
<li>Political discussion</li>
<li>Mental health discussion (including suicide)</li>
<li>Flashing gifs or flashing videos</li>
<li>Drug and alcohol use</li>
<li>Medical or weight related topics (including diet and food)</li>
<li>Violence or death (of people or of animals), including discussion of abuse or sexual violence</li>
<li>Ranting or ""subtoots"" about any user</li>
</ul>
<h4>Why?</h4>
<p>These are topics that are commonly upsetting or triggering to many people. As a welcoming and friendly space for social conversation, we want to make sure everyone is as comfortable here as they want to be. Using the CW (content warning) feature for these things or any topic you personally feel may be upsetting gives other users the option of determining whether or not they're in a state of mind capable of reading these topics. It's a way of letting people decide what to engage with.</p>

<h2>Please use the ""unlisted"" feature for:</h2>
<ul>
<li>Any posts from bot accounts (including but not limited to image bots and ""ebooks"" style bots)</li>
<li>Making large amounts of toots in short periods of time</li>
</ul>
<h4>Why?</h4>
<p>Our Mastodon instance federates with other instances. This means that our public toots appear on the ""federated timeline"" of any instance we're federating with. If an instance has a large amount of annoying or spam content flooding the federated timeline, the entire instance may be silenced by the admins of other instances. We want to avoid that! Please help us in this endeavor.</p>

<h2>We don't want ANY of the following content AT ALL:</h2>
<ul>
<li>any kind of sexual content involving anyone under the age of 18, including written or drawn content</li>
<li>any kind of sexual content directed at a user who has not consented to it</li>
<li>Holocaust denial, Nazi symbolism, or any anti-semitic or pro-white supremacist content</li>
<li>pro-fascist or pro- violent nationalist content</li>
<li>Islamophobic content</li>
<li>mockery of people asking for donations</li>
<li>antagonism towards sex workers</li>
<li>content defending any of the above</li>
</ul>

<h2>TL;DR</h2>
<p>Don't be an asshole, and use the CW and privacy features appropriately.</p>

<h2>If you break the rules...</h2>
<p>You will be spoken to by @witch_min about the issue. Your understanding of the issue will be assessed. Your account could be removed from witchey.club.</p>

<h1>Many Thanks To...</h1>
<p><a href=""https://masto.pt/@hugo"">Hugo</a>, owner of <a href=""https://masto.host"">Masto.host</a>, who hosts us :)</p>
<p><a href=""https://kitty.town"">Ginny & Kitty.town</a>, whose CoC heavily inspired ours :)</p>",5ac5a8f2df4d1d0245d26b49,['en'],witchey.club,"['nudity_nocw', 'pornography_nocw', 'spam', 'advertising', 'spoilers_nocw']",A fun witchey instance for friends of all (and/or no) genders and spiritual paths!,compassion
325,"['activism', 'art', 'lgbt', 'poc']","Mugwort operates as a social hub for witches, wiccans, and weird folk of all sorts. There is a focus on nature-based and folk-magic discussions, but our door is open to all types.

Be chill.",5aee71dedb4cc9363ece0af7,['en'],mugwort.xyz,"['pornography_nocw', 'illegalContentLinks', 'spam', 'spoilers_nocw']","Mugwort operates as a social hub for witches, wiccans, and weird folk of all sorts.",
326,"['art', 'tech']","Running on a couple of nanopi fire 3 ARM boards in a 3D printed case, makerz.social is geared towards everyone interested in collaborating with other markers.  You don't need to be a guru with a soldering iron or writing python.  Maybe you like making origami.  Or knitting.  Making is making.",5af4b580c8ec996cd1ee7e07,['en'],makerz.social,['spam'],"A place for makers to collaborate, learn, and share.",Making
327,[],This instance is specially for all the peoples who like to travel around and ever wish to show and share it with other travellers.,5afc3ee10c3a8465be00084c,"['en', 'de']",travel-friends.chat,[],This instance is specially for all the peoples who like to travel around and ever wish to show and share it with other travellers.,A travel and camping instance
328,[],Not much to say at the moment ... ... ...,5b63916edf470f775826cbe4,"['en', 'it']",mastodon.openchessbooks.org,"['spam', 'advertising']",Testing Mastodon Self Hosted Instance,
329,[],"Not much to say about us, yet ;)",5b7754b58ec14f5384705923,['en'],mastodon.htcraft.ml,"['nudity_nocw', 'pornography_nocw', 'spam', 'spoilers_nocw']",A small mastodon instance just for chilling,
330,['sports'],"A home for fans of all types to chat and share posts about Professional Wrestling. Post reviews, have a debate, and swap gifs with other fans. Mastodon's wrestling community is here. ",5b7c9c078ed53d2963b828f4,['en'],wrasstodon.pro,"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","Join Wrasstodon.Pro, Mastodon's Wrestling Community!  ",Professional Wrestling
331,[],A Mastodon instance for Spanish speakers. No political affiliation or specific topic.,5bb4ba1102530563670824f2,"['en', 'es']",mastodon.org.es,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam']",A Mastodon instance for Spanish speakers. No political affiliation or specific topic.,
332,"['adult', 'games', 'humor', 'journalism', 'music', 'sports', 'tech']",Polska instancja Mastodon.,5bbb51b10253056367082506,"['en', 'pl']",843.pl,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'spoilers_nocw']",Po prostu 843!,
333,"['adult', 'furry']","Any accounts deemed disregarding the following rules below will be terminated immediately: 

- You MUST be at least 18 years of age before creating and/or using this instance.
- Harassment or Verbal Abuse of users and/or networks, instances, on any linked Mastodon instance.
- Hate speech
- Any and all Illegal content, whether directly uploaded or linked.
- Accounts that are intended to spam and/or abuse other accounts.
- Images depicting minors.",5a8629beefd18a117ddd35f4,['en'],abdl.io,"['pornography_nocw', 'illegalContentLinks', 'spam']","An adult (18+) mastodon instance dedicated for all Age Players and Diaper Lovers, all are welcome.","age players, baby furs, adult babies, diaper lovers"
334,"['art', 'books', 'furry', 'games', 'music', 'tech']","The idea behind Chitter is to provide a safe and private space for friends and mutuals to interact with each other away from the mainstream social network 'Twitter'. Violet is in charge of maintaining the hosting for the site keeping everything online, and also the graphic design work/choices.

Codl is the site's technician providing user support if something doesn't work properly, Codl is also in charge of the site's framework providing new features and updates, Bug also works in these fields too, as well as working as one of the site's friendly administrators, responding to report tickets and keeping everything under control.

The rules are pretty simple: be friendly to other users of this instance.

Transphobia, racism or any other forms of abuse is not tolerated at all here and will result in your account getting banned and removed.

NSFW/Adult content is permitted, please be sure to collapse your post using spoilers first though. Illegal adult content is strictly prohibited and will result in a warning before having your account banned if you continue to post said content.

If you spot any federation bots from other instances following you, please use the report function to report them.",5a8b51d7efd18a117ddd3610,"['en', 'fr']",violet@chitter.xyz,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'spoilers_nocw']","Chitter is a collaborative project between Violet, codl and bug based on the Mastodon.social federated network.",
335,"['academia', 'anime', 'art', 'books', 'furry', 'games', 'journalism', 'music', 'sports', 'tech']","We won't instance block, ever. General purpose SFW instance powered by pleroma. You can follow anyone including remote NSFW just keep local posts SFW.",5ab6a517df31fd1e83827286,['en'],social.i2p.rocks,"['nudity_nocw', 'nudity_all', 'pornography_nocw', 'pornography_all', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']",General Purpose SFW instance,
336,[],"Originally intended to be a home for my friends, no one understood Mastodon and now it's just a place on the internet.  ",5ac3422d213b4c4ea9814b04,['en'],@nfg.zone,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam']","There are many instances, but only one is NFG's.",
337,"['academia', 'anime', 'art', 'books', 'furry', 'games', 'journalism', 'lgbt', 'music', 'poc', 'sports', 'tech']",Nous avons lancé cette instance car nous aimons Mastodon !,5ace734be450d42dc78ee9cc,"['en', 'fr']",contact@mastoc.net,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","MastoC, l'instance Française !",
338,"['anime', 'books', 'games', 'tech']","World of Edolas is a microblogging node, which is part of the fediverse and is running Pleroma, a lightweight social network platform, compatible with GNUSocial/postActiv and other OStatus implementations.
Edolas is the name of a parallel universe to Earth Land in the Anime Fairy Tail, where the Exceed's live. And maybe the admin is a fan of them (and the whole anime).",5ad24b64e450d42dc78ee9d4,"['en', 'de']",edolas.world,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam']","...a microblogging node, which is part of the fediverse and is running Pleroma.",
339,[],"pleroma.site is a mainstream fediverse instance that runs on the Pleroma software while offering a Mastodon frontend.

Anybody who is willing to follow our very reasonable Terms of Service are welcome.  We do, however, strongly suggest reading the Terms of Service before signing up as they are strongly enforced.",5ad7512bef5dd72e9d37e07e,['en'],pleroma.site,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising']",pleroma.site is a mainstream Pleroma instance that provides a Mastodon frontend with fair and reasonable moderation policies.,
340,[],This instance is setup for general use. Anyone looking to join Mastodon can feel free to join this instance and have fun. ,5ade9f8d28373551c72673fb,['en'],@mastodon.baucum.me,[],General-purpose Mastodon instance,
341,[],"Pleroma instance that welcomes any user and content that is legal in the USA. Phishing, scamming, terrorism, and community disruption is disallowed. There is no privacy policy for this instance. All information gathered must be considered public. If you are worried about this, make use of proxies and encryption, or better yet, create your own instance.",5ae3eed4c0abae7fc5a1827f,['en'],anime.website,"['illegalContentLinks', 'spam']",Public Pleroma instance run by @wowaname,
342,[],This instance is for personal use by alchemyjones@gmail.com,5ae72ab0c8ec996cd1ee7db3,['en'],thevillastraylight.com,"['illegalContentLinks', 'spam', 'advertising']",Personal instance used by alchemyjones@gmail.com,Personal Use
343,"['anime', 'art', 'games', 'lgbt', 'tech']","TorominoSocial is a small community instance based on pleroma. ( EN / GER )
",5ae9f32fc8ec996cd1ee7dc6,"['en', 'de']",social.toromino.de,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam']",TorominoSocial is a small community instance based on pleroma. ( EN / GER ),
344,[],"Generalistic Fediverse instance welcoming everyone, aiming to have a mixed english and french local timeline. We don't have any theme, you are free to talk to everyone and about whatever you want. We have few rules like no discriminations, no spam and no nsfw without proper tag but keep in mind that you're responsible about what you post.  https://pl.quic.fr/registration",5aeb6589c8ec996cd1ee7dd3,"['en', 'fr']",pl.quic.fr,"['nudity_nocw', 'pornography_nocw', 'illegalContentLinks', 'spam', 'advertising', 'spoilers_nocw']","Generalistic Fediverse instance welcoming everyone, aiming to have a mixed english and french local timeline.",
